relpath,split_dir,stem,parse_route,family,date,time
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132045_jpg.rf.e730f90599b9f20b8c4bd152b3f20444.jpg,train,IMG20240228132045,roboflow,ts_compact,20240228,132045
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132127_jpg.rf.979410977b250f10e1ae3cd61ea0103a.jpg,train,IMG20240228132127,roboflow,ts_compact,20240228,132127
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132302_jpg.rf.ff90b27feba1a18501366a5839032647.jpg,train,IMG20240228132302,roboflow,ts_compact,20240228,132302
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132319_jpg.rf.6331b5edfe0e0b70f60ebb35ab64d77f.jpg,train,IMG20240228132319,roboflow,ts_compact,20240228,132319
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132335_jpg.rf.1abefa37a2c1f95024a6719de4f37c64.jpg,train,IMG20240228132335,roboflow,ts_compact,20240228,132335
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132345_jpg.rf.43c8643f9f992619f32adfba66084680.jpg,train,IMG20240228132345,roboflow,ts_compact,20240228,132345
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132354_jpg.rf.66c0417038035e6bdbebac710a31a92b.jpg,train,IMG20240228132354,roboflow,ts_compact,20240228,132354
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132440_jpg.rf.c3b09085e7960849df36009ef273971e.jpg,train,IMG20240228132440,roboflow,ts_compact,20240228,132440
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132445_jpg.rf.e0852a78fa06cf2c54dbb180352eb7e4.jpg,train,IMG20240228132445,roboflow,ts_compact,20240228,132445
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132524_jpg.rf.eb032a8e73174d83c63a9c345983f436.jpg,train,IMG20240228132524,roboflow,ts_compact,20240228,132524
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132544_jpg.rf.af79c1612849991b0981b517e8a9b2e0.jpg,train,IMG20240228132544,roboflow,ts_compact,20240228,132544
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132559_jpg.rf.6f93f70c2ec60f85efe33a042833ad6c.jpg,train,IMG20240228132559,roboflow,ts_compact,20240228,132559
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132725_jpg.rf.3961bec85ced57bbed52e3532453ef42.jpg,train,IMG20240228132725,roboflow,ts_compact,20240228,132725
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132732_jpg.rf.cfed1ba1d7123a98fafb5d0d33c198d8.jpg,train,IMG20240228132732,roboflow,ts_compact,20240228,132732
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132838_jpg.rf.89131c268219ea7825c5d21a2fad0c50.jpg,train,IMG20240228132838,roboflow,ts_compact,20240228,132838
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228132855_jpg.rf.c1836197be0c8c42efe44d0aaee53d4f.jpg,train,IMG20240228132855,roboflow,ts_compact,20240228,132855
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228133008_jpg.rf.3ae5e94f1fcc371802e0f167882f15d8.jpg,train,IMG20240228133008,roboflow,ts_compact,20240228,133008
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228133029_jpg.rf.9e7777d5d15cc19872dd919c1bfee27a.jpg,train,IMG20240228133029,roboflow,ts_compact,20240228,133029
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228133058_jpg.rf.81bcbd4e0481328815c1135fd354f396.jpg,train,IMG20240228133058,roboflow,ts_compact,20240228,133058
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228133110_01_jpg.rf.7c36b8149bdc475ab68f9e88d3e8bc7a.jpg,train,IMG20240228133110_01,roboflow,ts_compact_sub,20240228,133110
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228133137_jpg.rf.2269bcaa1b03c04ea45fd31f960acceb.jpg,train,IMG20240228133137,roboflow,ts_compact,20240228,133137
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228133155_jpg.rf.0131a9fed8ed99cd22a136a6e9dc110e.jpg,train,IMG20240228133155,roboflow,ts_compact,20240228,133155
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228133740_01_jpg.rf.6b62cb639231afcf8aa888c59c588319.jpg,train,IMG20240228133740_01,roboflow,ts_compact_sub,20240228,133740
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228133759_jpg.rf.3da09e435ecbe0dd26ff886520a223e6.jpg,train,IMG20240228133759,roboflow,ts_compact,20240228,133759
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228133815_jpg.rf.bbaef554e2689ac59367ce8107c9bd89.jpg,train,IMG20240228133815,roboflow,ts_compact,20240228,133815
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228133904_jpg.rf.3b61301776a6eb7b152e305e8c426b18.jpg,train,IMG20240228133904,roboflow,ts_compact,20240228,133904
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228133928_jpg.rf.5c85dd7a613e23d06cf96bdb115f6c1e.jpg,train,IMG20240228133928,roboflow,ts_compact,20240228,133928
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228133955_jpg.rf.cb1376afa8fed49881eade7f3279490c.jpg,train,IMG20240228133955,roboflow,ts_compact,20240228,133955
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228134000_jpg.rf.c8746257b62285b4d3f683ec7f5fa3d6.jpg,train,IMG20240228134000,roboflow,ts_compact,20240228,134000
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228134136_jpg.rf.f1ff6e2f3d6939b2e7632e2d8dfa7e23.jpg,train,IMG20240228134136,roboflow,ts_compact,20240228,134136
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228134144_jpg.rf.0963cff52f0a51be07712dd4b75fbbf1.jpg,train,IMG20240228134144,roboflow,ts_compact,20240228,134144
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228135201_jpg.rf.4dd2052d0d1133218c3d629f1d74cf09.jpg,train,IMG20240228135201,roboflow,ts_compact,20240228,135201
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228135335_jpg.rf.3f399be2c8ed4659742730b9ec9c780a.jpg,train,IMG20240228135335,roboflow,ts_compact,20240228,135335
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228135348_jpg.rf.add153e8cbe11b9e750a9d8f7d7b958e.jpg,train,IMG20240228135348,roboflow,ts_compact,20240228,135348
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228135418_jpg.rf.f8fe62752d58d287ae518427b31f0554.jpg,train,IMG20240228135418,roboflow,ts_compact,20240228,135418
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228135459_jpg.rf.45a427e09f7ec3c896d26c8d0f903404.jpg,train,IMG20240228135459,roboflow,ts_compact,20240228,135459
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228135507_jpg.rf.3193ebdacc6a3a239b2836077b142a1c.jpg,train,IMG20240228135507,roboflow,ts_compact,20240228,135507
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228135513_jpg.rf.a2c3cc44dcfa8d7b64ef2b4befb03de3.jpg,train,IMG20240228135513,roboflow,ts_compact,20240228,135513
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228142057_jpg.rf.f2f59024ab139f813525045134b93d55.jpg,train,IMG20240228142057,roboflow,ts_compact,20240228,142057
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228142107_jpg.rf.fc8738858de60db6bf0a238f9c9c8f8f.jpg,train,IMG20240228142107,roboflow,ts_compact,20240228,142107
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228142135_jpg.rf.504e68cc895f2e591b35dc10c92817f9.jpg,train,IMG20240228142135,roboflow,ts_compact,20240228,142135
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228142159_jpg.rf.12a28423c84cfd07a8181c7500d62a39.jpg,train,IMG20240228142159,roboflow,ts_compact,20240228,142159
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228142222_jpg.rf.5c23fa0848f3a9e375bc5c4858e070e7.jpg,train,IMG20240228142222,roboflow,ts_compact,20240228,142222
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228142259_jpg.rf.470d1658db6e507de7bd36eb55aa1419.jpg,train,IMG20240228142259,roboflow,ts_compact,20240228,142259
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228142313_jpg.rf.0d5b811b7a256a2246988656522b52f2.jpg,train,IMG20240228142313,roboflow,ts_compact,20240228,142313
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228142346_jpg.rf.b18715ac3cfd8f365931ff7b4c133b6f.jpg,train,IMG20240228142346,roboflow,ts_compact,20240228,142346
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228142356_jpg.rf.32e9e29da4b876fcbc458e3f5b8361d6.jpg,train,IMG20240228142356,roboflow,ts_compact,20240228,142356
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240228142434_jpg.rf.394debe4ef45a7164b5926ebba73cbdf.jpg,train,IMG20240228142434,roboflow,ts_compact,20240228,142434
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303105743_jpg.rf.c23cb66fb78392e64008b4372f50ec0f.jpg,train,IMG20240303105743,roboflow,ts_compact,20240303,105743
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303105750_jpg.rf.80ea04ba7f8c8e09f1ad7dd1ca727d37.jpg,train,IMG20240303105750,roboflow,ts_compact,20240303,105750
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303105800_jpg.rf.552fa3fdbbc652a7ac71f9335ff1d9c5.jpg,train,IMG20240303105800,roboflow,ts_compact,20240303,105800
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303105812_jpg.rf.aecfbba2bab3f08d618914220a54f7ae.jpg,train,IMG20240303105812,roboflow,ts_compact,20240303,105812
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303105820_jpg.rf.f6e2d8c17b338271b137331a4a4fe483.jpg,train,IMG20240303105820,roboflow,ts_compact,20240303,105820
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303105838_jpg.rf.92169042ff81024e57d2e62f3c724462.jpg,train,IMG20240303105838,roboflow,ts_compact,20240303,105838
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303105852_jpg.rf.838c014e2e39aa49229d2bcd24c0b7f4.jpg,train,IMG20240303105852,roboflow,ts_compact,20240303,105852
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303105921_jpg.rf.bd3d09686201a0e7a690466931e708f2.jpg,train,IMG20240303105921,roboflow,ts_compact,20240303,105921
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303105934_jpg.rf.e7cd2c27f22f483a27a3effe8baa622e.jpg,train,IMG20240303105934,roboflow,ts_compact,20240303,105934
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303105939_jpg.rf.08a0768dd8d2ce946274c77c74266905.jpg,train,IMG20240303105939,roboflow,ts_compact,20240303,105939
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110007_jpg.rf.d2e342acd1e8f2ce6b40c9dfaea674b3.jpg,train,IMG20240303110007,roboflow,ts_compact,20240303,110007
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110030_jpg.rf.dd25de3b20203769334e2ecde95b7f08.jpg,train,IMG20240303110030,roboflow,ts_compact,20240303,110030
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110037_jpg.rf.42c47edc0238f934ac4b0296659a7967.jpg,train,IMG20240303110037,roboflow,ts_compact,20240303,110037
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110054_jpg.rf.2ba2b72b9441f36e70f157e8391980b1.jpg,train,IMG20240303110054,roboflow,ts_compact,20240303,110054
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110158_jpg.rf.008b7a8abdde482ac8e9dc536361e5f5.jpg,train,IMG20240303110158,roboflow,ts_compact,20240303,110158
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110236_jpg.rf.820279af19b519dc5654c53e48ad9491.jpg,train,IMG20240303110236,roboflow,ts_compact,20240303,110236
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110252_jpg.rf.9642f966ca3ca6022d19fe826c09346c.jpg,train,IMG20240303110252,roboflow,ts_compact,20240303,110252
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110327_jpg.rf.b91916c1dff6ba1f707206e2832da94e.jpg,train,IMG20240303110327,roboflow,ts_compact,20240303,110327
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110336_jpg.rf.71c29932439944d195dd9400ea380b05.jpg,train,IMG20240303110336,roboflow,ts_compact,20240303,110336
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110517_jpg.rf.6302f98982cf6326a9c0508a93198ece.jpg,train,IMG20240303110517,roboflow,ts_compact,20240303,110517
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110620_jpg.rf.f41d69edb9e3be8cc7a85bd4b00e0e2d.jpg,train,IMG20240303110620,roboflow,ts_compact,20240303,110620
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110638_jpg.rf.c1d9157144399ac657ea0e9cd9575797.jpg,train,IMG20240303110638,roboflow,ts_compact,20240303,110638
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110723_jpg.rf.70e3725d9cc39e1c3765282e7367c790.jpg,train,IMG20240303110723,roboflow,ts_compact,20240303,110723
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110728_jpg.rf.f43c49175f6379c327c000d2848a3ec6.jpg,train,IMG20240303110728,roboflow,ts_compact,20240303,110728
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110821_jpg.rf.ce82df22d47913fa6446ff9d6d759e4b.jpg,train,IMG20240303110821,roboflow,ts_compact,20240303,110821
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110835_jpg.rf.ffc6ce2498a18c5d7c5310eb8ed6bf3d.jpg,train,IMG20240303110835,roboflow,ts_compact,20240303,110835
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303110947_jpg.rf.ca8818bddcef2a25e379ef432afb5b34.jpg,train,IMG20240303110947,roboflow,ts_compact,20240303,110947
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111006_jpg.rf.5fa5f5506f25d4f36e70d728eccea0c9.jpg,train,IMG20240303111006,roboflow,ts_compact,20240303,111006
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111039_jpg.rf.1b4ba342da4ea921c1d6a6ff5d19bec8.jpg,train,IMG20240303111039,roboflow,ts_compact,20240303,111039
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111042_jpg.rf.8ed67d6d1c0e1f99374e94231d2e7b40.jpg,train,IMG20240303111042,roboflow,ts_compact,20240303,111042
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111124_jpg.rf.119d0c7948d42a068d8a485fa3a1880f.jpg,train,IMG20240303111124,roboflow,ts_compact,20240303,111124
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111139_jpg.rf.f56bf018f2c76f377afbb36c18f48f8a.jpg,train,IMG20240303111139,roboflow,ts_compact,20240303,111139
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111152_jpg.rf.21d0c72358375292ab30dfdf637158e0.jpg,train,IMG20240303111152,roboflow,ts_compact,20240303,111152
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111159_jpg.rf.8c53c4778a6a9e572eaaaa3bbad08eaa.jpg,train,IMG20240303111159,roboflow,ts_compact,20240303,111159
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111228_jpg.rf.b9f96ee113882cd2fa99b15f2fcb726c.jpg,train,IMG20240303111228,roboflow,ts_compact,20240303,111228
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111243_jpg.rf.44486b1bd7e945f71537bba657f3c99a.jpg,train,IMG20240303111243,roboflow,ts_compact,20240303,111243
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111248_jpg.rf.efabad0b7ec39615a204145c45193024.jpg,train,IMG20240303111248,roboflow,ts_compact,20240303,111248
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111258_jpg.rf.8ce1df81376e22bb52aa223820ef470a.jpg,train,IMG20240303111258,roboflow,ts_compact,20240303,111258
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111302_jpg.rf.0cc14d9b5d64c14ed249311ec9d15aa2.jpg,train,IMG20240303111302,roboflow,ts_compact,20240303,111302
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111325_jpg.rf.fa85fd5dada6f4903587b868488ca209.jpg,train,IMG20240303111325,roboflow,ts_compact,20240303,111325
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111332_jpg.rf.5615a6b24428fd0f4dfc601825aa37c1.jpg,train,IMG20240303111332,roboflow,ts_compact,20240303,111332
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111615_jpg.rf.65ead46c3a4b684abdc57c1bcf81165a.jpg,train,IMG20240303111615,roboflow,ts_compact,20240303,111615
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111645_jpg.rf.a1dac7e927d9790541c52fb022402a14.jpg,train,IMG20240303111645,roboflow,ts_compact,20240303,111645
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111705_jpg.rf.7496479638ff04ef6587a9077cddd837.jpg,train,IMG20240303111705,roboflow,ts_compact,20240303,111705
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111709_jpg.rf.df780d6e0066a45c9b60da8c1c3deea7.jpg,train,IMG20240303111709,roboflow,ts_compact,20240303,111709
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111716_jpg.rf.be769bee8c9b990941906cdf6d6f4314.jpg,train,IMG20240303111716,roboflow,ts_compact,20240303,111716
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111738_jpg.rf.09cd18692c1e51e239f6d8d9f2ceeec1.jpg,train,IMG20240303111738,roboflow,ts_compact,20240303,111738
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111744_jpg.rf.486612a9d059736ff98ef79fee7817c4.jpg,train,IMG20240303111744,roboflow,ts_compact,20240303,111744
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111804_jpg.rf.f6619fb81480bcbcddf18da6243d3ad1.jpg,train,IMG20240303111804,roboflow,ts_compact,20240303,111804
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111808_jpg.rf.06592adf8c0d38f98d4a7baac8354cab.jpg,train,IMG20240303111808,roboflow,ts_compact,20240303,111808
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111815_jpg.rf.f74418d945fc31019f1e0558965a6180.jpg,train,IMG20240303111815,roboflow,ts_compact,20240303,111815
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111821_jpg.rf.9d7f1ffd3a9b05be79cea77292ffd4c7.jpg,train,IMG20240303111821,roboflow,ts_compact,20240303,111821
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111838_jpg.rf.103cefb4e3c92ed45c8eed002f0767f1.jpg,train,IMG20240303111838,roboflow,ts_compact,20240303,111838
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111843_jpg.rf.aa35bd0ec3f25a7317b74ef5567c307f.jpg,train,IMG20240303111843,roboflow,ts_compact,20240303,111843
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111847_jpg.rf.9005c099005a19a779f2a1fc1575888b.jpg,train,IMG20240303111847,roboflow,ts_compact,20240303,111847
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111850_jpg.rf.dd46a6bca975b78580238740ba4e4cb6.jpg,train,IMG20240303111850,roboflow,ts_compact,20240303,111850
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111919_jpg.rf.3a6016b39c6bd9847b621ed0a9115118.jpg,train,IMG20240303111919,roboflow,ts_compact,20240303,111919
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240303111929_jpg.rf.290fdc4df2532948ba46b7c11e5a7c8e.jpg,train,IMG20240303111929,roboflow,ts_compact,20240303,111929
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115331_jpg.rf.cadcdb4695f8929c58cd03ef04c75ac9.jpg,train,IMG20240306115331,roboflow,ts_compact,20240306,115331
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115335_jpg.rf.327b002aaccf00133d849072c0d62a19.jpg,train,IMG20240306115335,roboflow,ts_compact,20240306,115335
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115613_jpg.rf.06d80f5b64adb5f9b9cc5ea67fc2f811.jpg,train,IMG20240306115613,roboflow,ts_compact,20240306,115613
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115619_jpg.rf.31ea918665f45c6b3d47e004ae7a6e8e.jpg,train,IMG20240306115619,roboflow,ts_compact,20240306,115619
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115634_jpg.rf.d8241ee6f1b0d511fdddfdc49d7c4603.jpg,train,IMG20240306115634,roboflow,ts_compact,20240306,115634
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115645_jpg.rf.4932ee7337969f3433f1f24ce60da240.jpg,train,IMG20240306115645,roboflow,ts_compact,20240306,115645
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115737_jpg.rf.83b06426af828d34f8ab4ce26d85a13b.jpg,train,IMG20240306115737,roboflow,ts_compact,20240306,115737
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115813_jpg.rf.e3e9669eb5884ddbf25ee32eb746fe45.jpg,train,IMG20240306115813,roboflow,ts_compact,20240306,115813
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115829_jpg.rf.60605702eac96394f06c68dcb9ec53f1.jpg,train,IMG20240306115829,roboflow,ts_compact,20240306,115829
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115840_jpg.rf.288685292b03673589ca76e1cfc7ca79.jpg,train,IMG20240306115840,roboflow,ts_compact,20240306,115840
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115900_jpg.rf.6df09a2972383e91c500a1c4b7080fd2.jpg,train,IMG20240306115900,roboflow,ts_compact,20240306,115900
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115903_jpg.rf.f2412a134470951e6d34a55569ea0514.jpg,train,IMG20240306115903,roboflow,ts_compact,20240306,115903
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306115958_jpg.rf.8e53adf86f121a339310d5d46d31ca89.jpg,train,IMG20240306115958,roboflow,ts_compact,20240306,115958
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306120018_jpg.rf.d925947f1533752cd5d2aeb81830c1a8.jpg,train,IMG20240306120018,roboflow,ts_compact,20240306,120018
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306120031_jpg.rf.d94806b7e0a29763f3082e5611a749fa.jpg,train,IMG20240306120031,roboflow,ts_compact,20240306,120031
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306120053_jpg.rf.10d4588f0c7b05315f63b8ef10252a6e.jpg,train,IMG20240306120053,roboflow,ts_compact,20240306,120053
ElectroCom61 A Multiclass Dataset for Detection of Electronic Components\ElectroCom61\train\images\IMG20240306120637_jpg.rf.d899e2399ec73c8dc83e5bea78b9a03e.jpg,train,IMG20240306120637,roboflow,ts_compact,20240306,120637
