split_a,split_b,stem_a,stem_b,family_a,family_b,n_boxes,raw_max_dist,raw_mean_dist,raw_mean_iou,aligned_max_dist,aligned_mean_dist,aligned_mean_iou,time_gap_s,low_info
valid,train,IMG_20240309_114132,IMG_20240309_114142,ts_underscore,ts_underscore,1,0.13238,0.13238,0.3218,0.0,0.0,0.5723,10.0,True
test,train,IMG_20240309_114140,IMG_20240309_114142,ts_underscore,ts_underscore,1,0.15935,0.15935,0.2344,0.0,0.0,0.5031,2.0,True
test,train,IMG_20240309_113723,IMG_20240309_113727,ts_underscore,ts_underscore,1,0.02975,0.02975,0.4856,0.0,0.0,0.4856,4.0,True
test,train,IMG_20240309_113723,IMG_20240309_113733,ts_underscore,ts_underscore,1,0.12375,0.12375,0.4017,0.0,0.0,0.4966,10.0,True
train,train,IMG_20240309_113727,IMG_20240309_113733,ts_underscore,ts_underscore,1,0.10787,0.10787,0.5384,0.0,0.0,0.8001,6.0,True
valid,valid,IMG_20240228_132418,IMG_20240228_132419,ts_underscore,ts_underscore,4,0.03865,0.03119,0.731,0.04146,0.03085,0.7372,1.0,False
train,train,IMG_20240228_123700,IMG_20240228_125646,ts_underscore,ts_underscore,1,0.075,0.075,0.5347,0.0,0.0,0.5347,1186.0,True
train,valid,IMG_20240228_123700,IMG_20240228_140455,ts_underscore,ts_underscore,1,0.04225,0.04225,0.5624,0.0,0.0,0.5881,5275.0,True
train,valid,IMG_20240228_125646,IMG_20240228_140455,ts_underscore,ts_underscore,1,0.07324,0.07324,0.6282,0.0,0.0,0.6517,4089.0,True
valid,valid,IMG_20240228_141045,IMG_20240228_141047,ts_underscore,ts_underscore,4,0.01992,0.01399,0.5884,0.01323,0.00984,0.5884,2.0,False
valid,valid,IMG_20240228_140246,IMG_20240228_140249,ts_underscore,ts_underscore,4,0.06851,0.02689,0.7181,0.04403,0.02296,0.7496,3.0,False
train,train,IMG_20240309_113845,IMG_20240309_113852,ts_underscore,ts_underscore,1,0.16452,0.16452,0.4139,0.0,0.0,0.4465,7.0,True
train,train,IMG_20240306_120107,IMG_20240306_120116,ts_underscore,ts_underscore,1,0.1534,0.1534,0.3367,0.0,0.0,0.4443,9.0,True
valid,valid,IMG_20240228_140137,IMG_20240228_140145,ts_underscore,ts_underscore,4,0.03204,0.01537,0.7123,0.02557,0.01603,0.7,8.0,False
train,test,IMG_20240303_111150,IMG_20240303_111154,ts_underscore,ts_underscore,2,0.14003,0.11569,0.4636,0.02666,0.02666,0.5656,4.0,True
train,test,IMG_20240303_110013,IMG_20240303_110604,ts_underscore,ts_underscore,1,0.04237,0.04237,0.3254,0.0,0.0,0.3254,351.0,True
train,train,IMG20240220135847,IMG_20240220_135834,ts_compact,ts_underscore,3,0.09017,0.0761,0.4622,0.02771,0.02239,0.7614,13.0,False
train,train,IMG_20240220_133020,IMG_20240220_133024,ts_underscore,ts_underscore,6,0.04265,0.02779,0.6461,0.01586,0.00926,0.7706,4.0,False
train,train,IMG_20240306_120055,IMG_20240306_120102,ts_underscore,ts_underscore,1,0.08038,0.08038,0.5148,0.0,0.0,0.5148,7.0,True
valid,valid,IMG_20240228_141448,IMG_20240228_141454,ts_underscore,ts_underscore,2,0.08663,0.0676,0.6263,0.0217,0.0217,0.8406,6.0,True
valid,valid,IMG20240306120910,IMG_20240306_115526,ts_compact,ts_underscore,1,0.1136,0.1136,0.4099,0.0,0.0,0.6229,824.0,True
