counter_a,counter_b,stem_a,split_a,stem_b,split_b,cross_split,relationship,same_class_multiset,raw_max_centre_dist,aligned_max_centre_dist,score,n_boxes,low_information,file_a,file_b
5241,5242,IMG_5241,valid,IMG_5242,test,yes,valid<->test,yes,0.39707,0.28283,0.28283,9,no,IMG_5241_JPG.rf.6d24f3d13eefa941b85b3a9241e894dc.jpg,IMG_5242_JPG.rf.b495cc8d39c92088fe25a38153527322.jpg
5242,5243,IMG_5242,test,IMG_5243,test,no,same split,yes,0.10639,0.06009,0.06009,9,no,IMG_5242_JPG.rf.b495cc8d39c92088fe25a38153527322.jpg,IMG_5243_JPG.rf.e3f45c410902f59f97a3434812b2cd25.jpg
5243,5244,IMG_5243,test,IMG_5244,train,yes,test<->train,no,,,,9,no,IMG_5243_JPG.rf.e3f45c410902f59f97a3434812b2cd25.jpg,IMG_5244_JPG.rf.78eb2e5de5b1db36ab2ce05d3a84c547.jpg
5244,5245,IMG_5244,train,IMG_5245,train,no,same split,no,,,,8,no,IMG_5244_JPG.rf.78eb2e5de5b1db36ab2ce05d3a84c547.jpg,IMG_5245_JPG.rf.fe339103dff33b7b2327a8b2d13598cd.jpg
5245,5246,IMG_5245,train,IMG_5246,train,no,same split,yes,0.51115,0.53897,0.51115,8,no,IMG_5245_JPG.rf.fe339103dff33b7b2327a8b2d13598cd.jpg,IMG_5246_JPG.rf.0068b92d945d7f13267bfc6c6f09fe98.jpg
5246,5247,IMG_5246,train,IMG_5247,train,no,same split,yes,0.07250,0.05516,0.05516,8,no,IMG_5246_JPG.rf.0068b92d945d7f13267bfc6c6f09fe98.jpg,IMG_5247_JPG.rf.9cb869e886780fb58cd8f70727ef88c8.jpg
5247,5248,IMG_5247,train,IMG_5248,train,no,same split,yes,0.62919,0.62577,0.62577,8,no,IMG_5247_JPG.rf.9cb869e886780fb58cd8f70727ef88c8.jpg,IMG_5248_JPG.rf.19852a693e8d9a755da10b4102c828d9.jpg
5248,5249,IMG_5248,train,IMG_5249,train,no,same split,yes,0.46988,0.05843,0.05843,8,no,IMG_5248_JPG.rf.19852a693e8d9a755da10b4102c828d9.jpg,IMG_5249_JPG.rf.738f5a00a7ed680107f9cff32d235b9b.jpg
5249,5250,IMG_5249,train,IMG_5250,train,no,same split,yes,0.19109,0.17715,0.17715,8,no,IMG_5249_JPG.rf.738f5a00a7ed680107f9cff32d235b9b.jpg,IMG_5250_JPG.rf.9ccca5e0e50aa44cf62fda0552054aca.jpg
5250,5251,IMG_5250,train,IMG_5251,train,no,same split,yes,0.09680,0.06960,0.06960,8,no,IMG_5250_JPG.rf.9ccca5e0e50aa44cf62fda0552054aca.jpg,IMG_5251_JPG.rf.3a31ac7a786b35e81c845c7926db0c16.jpg
5251,5252,IMG_5251,train,IMG_5252,train,no,same split,yes,0.18485,0.13206,0.13206,8,no,IMG_5251_JPG.rf.3a31ac7a786b35e81c845c7926db0c16.jpg,IMG_5252_JPG.rf.2181cc07f4cba99c846b8e58a7aec972.jpg
5252,5253,IMG_5252,train,IMG_5253,train,no,same split,yes,0.18727,0.11280,0.11280,8,no,IMG_5252_JPG.rf.2181cc07f4cba99c846b8e58a7aec972.jpg,IMG_5253_JPG.rf.360277acd176a8d58f29ff1dd5004682.jpg
5253,5254,IMG_5253,train,IMG_5254,train,no,same split,yes,0.11482,0.07549,0.07549,8,no,IMG_5253_JPG.rf.360277acd176a8d58f29ff1dd5004682.jpg,IMG_5254_JPG.rf.47e283af08ecc6acacb84b9841af9c20.jpg
5254,5255,IMG_5254,train,IMG_5255,train,no,same split,yes,0.51956,0.59478,0.51956,8,no,IMG_5254_JPG.rf.47e283af08ecc6acacb84b9841af9c20.jpg,IMG_5255_JPG.rf.6bd5e89388414c5184f7de26244f393e.jpg
5255,5256,IMG_5255,train,IMG_5256,train,no,same split,yes,0.16016,0.13027,0.13027,8,no,IMG_5255_JPG.rf.6bd5e89388414c5184f7de26244f393e.jpg,IMG_5256_JPG.rf.d29ef020c8b083c2161d8dbabb6a6b7c.jpg
5256,5257,IMG_5256,train,IMG_5257,train,no,same split,yes,0.41440,0.21381,0.21381,8,no,IMG_5256_JPG.rf.d29ef020c8b083c2161d8dbabb6a6b7c.jpg,IMG_5257_JPG.rf.0a49f85de365b4a647e78e2d7e8d62d4.jpg
5257,5258,IMG_5257,train,IMG_5258,train,no,same split,yes,0.03181,0.01968,0.01968,8,no,IMG_5257_JPG.rf.0a49f85de365b4a647e78e2d7e8d62d4.jpg,IMG_5258_JPG.rf.4312776d6bf12efb5d3f419454f13237.jpg
5258,5259,IMG_5258,train,IMG_5259,train,no,same split,yes,0.57415,0.45506,0.45506,8,no,IMG_5258_JPG.rf.4312776d6bf12efb5d3f419454f13237.jpg,IMG_5259_JPG.rf.188bf971d8613dbcd5ddf25b28125e48.jpg
5259,5260,IMG_5259,train,IMG_5260,train,no,same split,yes,0.15563,0.16111,0.15563,8,no,IMG_5259_JPG.rf.188bf971d8613dbcd5ddf25b28125e48.jpg,IMG_5260_JPG.rf.cc6ac215af70e5735107e5c543c0fd6e.jpg
5260,5261,IMG_5260,train,IMG_5261,train,no,same split,yes,0.53475,0.55815,0.53475,8,no,IMG_5260_JPG.rf.cc6ac215af70e5735107e5c543c0fd6e.jpg,IMG_5261_JPG.rf.b6ac0678a9d8a749c841cec5377a0c87.jpg
5261,5262,IMG_5261,train,IMG_5262,train,no,same split,yes,0.22230,0.14299,0.14299,8,no,IMG_5261_JPG.rf.b6ac0678a9d8a749c841cec5377a0c87.jpg,IMG_5262_JPG.rf.607bcc8d768daf35f23d27ea5fe2cfaf.jpg
5262,5263,IMG_5262,train,IMG_5263,train,no,same split,yes,0.41014,0.09829,0.09829,8,no,IMG_5262_JPG.rf.607bcc8d768daf35f23d27ea5fe2cfaf.jpg,IMG_5263_JPG.rf.6eddc9ee223f65632cd949134d068c39.jpg
5263,5264,IMG_5263,train,IMG_5264,train,no,same split,yes,0.42827,0.41606,0.41606,8,no,IMG_5263_JPG.rf.6eddc9ee223f65632cd949134d068c39.jpg,IMG_5264_JPG.rf.6de4b1880aec546a7e17f1dff49acc7e.jpg
5264,5265,IMG_5264,train,IMG_5265,train,no,same split,yes,0.09745,0.09496,0.09496,8,no,IMG_5264_JPG.rf.6de4b1880aec546a7e17f1dff49acc7e.jpg,IMG_5265_JPG.rf.830abc9948a5dffae8ce6022305a8989.jpg
5265,5266,IMG_5265,train,IMG_5266,train,no,same split,yes,0.03441,0.01634,0.01634,8,no,IMG_5265_JPG.rf.830abc9948a5dffae8ce6022305a8989.jpg,IMG_5266_JPG.rf.5de33437e2f06dc433984c2052ca5dcb.jpg
5266,5267,IMG_5266,train,IMG_5267,train,no,same split,yes,0.08267,0.05401,0.05401,8,no,IMG_5266_JPG.rf.5de33437e2f06dc433984c2052ca5dcb.jpg,IMG_5267_JPG.rf.4eb082de8b5f122465199140be26b297.jpg
5267,5268,IMG_5267,train,IMG_5268,train,no,same split,yes,0.58322,0.64005,0.58322,8,no,IMG_5267_JPG.rf.4eb082de8b5f122465199140be26b297.jpg,IMG_5268_JPG.rf.0f3231302bfa6c0e1c5d34df3afa7043.jpg
5268,5269,IMG_5268,train,IMG_5269,test,yes,test<->train,yes,0.07749,0.05995,0.05995,8,no,IMG_5268_JPG.rf.0f3231302bfa6c0e1c5d34df3afa7043.jpg,IMG_5269_JPG.rf.85d045b7f626f018b187bfa293265050.jpg
5269,5270,IMG_5269,test,IMG_5270,train,yes,test<->train,yes,0.60677,0.57234,0.57234,8,no,IMG_5269_JPG.rf.85d045b7f626f018b187bfa293265050.jpg,IMG_5270_JPG.rf.dd93c1f4e37cfc6c85b9467eb0787517.jpg
5270,5271,IMG_5270,train,IMG_5271,train,no,same split,yes,0.09219,0.04975,0.04975,8,no,IMG_5270_JPG.rf.dd93c1f4e37cfc6c85b9467eb0787517.jpg,IMG_5271_JPG.rf.c9390d0e03d43112c1d9ec6e7ac7a528.jpg
5271,5272,IMG_5271,train,IMG_5272,train,no,same split,yes,0.13319,0.08476,0.08476,8,no,IMG_5271_JPG.rf.c9390d0e03d43112c1d9ec6e7ac7a528.jpg,IMG_5272_JPG.rf.94aaef7476a78df4b944890b9040c02f.jpg
5272,5273,IMG_5272,train,IMG_5273,train,no,same split,yes,0.06779,0.02847,0.02847,8,no,IMG_5272_JPG.rf.94aaef7476a78df4b944890b9040c02f.jpg,IMG_5273_JPG.rf.12e664faa9bc9150d09f556a868c8227.jpg
5273,5274,IMG_5273,train,IMG_5274,train,no,same split,yes,0.05601,0.03128,0.03128,8,no,IMG_5273_JPG.rf.12e664faa9bc9150d09f556a868c8227.jpg,IMG_5274_JPG.rf.ae30278ee58993902cd17fbf9117704e.jpg
5274,5275,IMG_5274,train,IMG_5275,train,no,same split,yes,0.27476,0.11690,0.11690,8,no,IMG_5274_JPG.rf.ae30278ee58993902cd17fbf9117704e.jpg,IMG_5275_JPG.rf.d598f8f22cced52ebc6850379b1168cd.jpg
5275,5276,IMG_5275,train,IMG_5276,train,no,same split,yes,0.13667,0.12206,0.12206,8,no,IMG_5275_JPG.rf.d598f8f22cced52ebc6850379b1168cd.jpg,IMG_5276_JPG.rf.88bce6902dc4caa55fc6ff3ba1046418.jpg
5276,5277,IMG_5276,train,IMG_5277,train,no,same split,no,,,,8,no,IMG_5276_JPG.rf.88bce6902dc4caa55fc6ff3ba1046418.jpg,IMG_5277_JPG.rf.4857eac09d4be77826967b4955839118.jpg
5277,5278,IMG_5277,train,IMG_5278,train,no,same split,yes,0.30655,0.07128,0.07128,7,no,IMG_5277_JPG.rf.4857eac09d4be77826967b4955839118.jpg,IMG_5278_JPG.rf.ca4df63d17fc9dd2795b29840d46d3d1.jpg
5278,5279,IMG_5278,train,IMG_5279,train,no,same split,yes,0.13289,0.05362,0.05362,7,no,IMG_5278_JPG.rf.ca4df63d17fc9dd2795b29840d46d3d1.jpg,IMG_5279_JPG.rf.c931f8f0d5234ed3b71e6ed5312d79ed.jpg
5279,5280,IMG_5279,train,IMG_5280,train,no,same split,yes,0.50741,0.47256,0.47256,7,no,IMG_5279_JPG.rf.c931f8f0d5234ed3b71e6ed5312d79ed.jpg,IMG_5280_JPG.rf.ae52442495dc8d3396aff8acb6f71ee9.jpg
5280,5281,IMG_5280,train,IMG_5281,train,no,same split,yes,0.09585,0.03717,0.03717,7,no,IMG_5280_JPG.rf.ae52442495dc8d3396aff8acb6f71ee9.jpg,IMG_5281_JPG.rf.de3eb123a4d6e562232869322440e470.jpg
5281,5282,IMG_5281,train,IMG_5282,train,no,same split,yes,0.14843,0.03388,0.03388,7,no,IMG_5281_JPG.rf.de3eb123a4d6e562232869322440e470.jpg,IMG_5282_JPG.rf.06c6e7d17de32370a71ed3ddf7559b96.jpg
5282,5283,IMG_5282,train,IMG_5283,train,no,same split,yes,0.10228,0.04766,0.04766,7,no,IMG_5282_JPG.rf.06c6e7d17de32370a71ed3ddf7559b96.jpg,IMG_5283_JPG.rf.1dbe94b1df958f8bd25fc5f70452138d.jpg
5283,5284,IMG_5283,train,IMG_5284,train,no,same split,yes,0.08628,0.05975,0.05975,7,no,IMG_5283_JPG.rf.1dbe94b1df958f8bd25fc5f70452138d.jpg,IMG_5284_JPG.rf.360b51d71d1440f6fa87b6610b5c0d8d.jpg
5284,5285,IMG_5284,train,IMG_5285,train,no,same split,yes,0.16764,0.10580,0.10580,7,no,IMG_5284_JPG.rf.360b51d71d1440f6fa87b6610b5c0d8d.jpg,IMG_5285_JPG.rf.86d3e2673e94ac752a73f2147cdea386.jpg
5285,5286,IMG_5285,train,IMG_5286,train,no,same split,yes,0.23761,0.12007,0.12007,7,no,IMG_5285_JPG.rf.86d3e2673e94ac752a73f2147cdea386.jpg,IMG_5286_JPG.rf.52643ab1ac1d6c2220f89a4a47a7fbc2.jpg
5286,5287,IMG_5286,train,IMG_5287,train,no,same split,yes,0.08588,0.03242,0.03242,7,no,IMG_5286_JPG.rf.52643ab1ac1d6c2220f89a4a47a7fbc2.jpg,IMG_5287_JPG.rf.8bea57b900c531cea002cec8622f6695.jpg
5287,5288,IMG_5287,train,IMG_5288,train,no,same split,yes,0.23575,0.13471,0.13471,7,no,IMG_5287_JPG.rf.8bea57b900c531cea002cec8622f6695.jpg,IMG_5288_JPG.rf.236cf451582b2e7e62ccd03cc97c7f81.jpg
5288,5289,IMG_5288,train,IMG_5289,train,no,same split,yes,0.30318,0.20412,0.20412,7,no,IMG_5288_JPG.rf.236cf451582b2e7e62ccd03cc97c7f81.jpg,IMG_5289_JPG.rf.d78266e5d4053c51e91b7b81c85dc5a4.jpg
5289,5290,IMG_5289,train,IMG_5290,train,no,same split,yes,0.02028,0.02020,0.02020,7,no,IMG_5289_JPG.rf.d78266e5d4053c51e91b7b81c85dc5a4.jpg,IMG_5290_JPG.rf.0b5d550b3a4d97d02e1024b318e90ff0.jpg
5290,5291,IMG_5290,train,IMG_5291,train,no,same split,no,,,,9,no,IMG_5290_JPG.rf.0b5d550b3a4d97d02e1024b318e90ff0.jpg,IMG_5291_JPG.rf.3741ac336f17b8d45cd2bc8d21d3bec8.jpg
5291,5292,IMG_5291,train,IMG_5292,train,no,same split,yes,0.59089,0.09653,0.09653,9,no,IMG_5291_JPG.rf.3741ac336f17b8d45cd2bc8d21d3bec8.jpg,IMG_5292_JPG.rf.eab586cbf51c914a36b1a2c1811865ae.jpg
5292,5293,IMG_5292,train,IMG_5293,train,no,same split,no,,,,9,no,IMG_5292_JPG.rf.eab586cbf51c914a36b1a2c1811865ae.jpg,IMG_5293_JPG.rf.e209d527ba839c4694b4e7cf99341e7a.jpg
5293,5294,IMG_5293,train,IMG_5294,train,no,same split,yes,0.22156,0.13999,0.13999,7,no,IMG_5293_JPG.rf.e209d527ba839c4694b4e7cf99341e7a.jpg,IMG_5294_JPG.rf.2a4fec91602d8ea456861cb8e3a05c55.jpg
5294,5295,IMG_5294,train,IMG_5295,train,no,same split,yes,0.27476,0.31559,0.27476,7,no,IMG_5294_JPG.rf.2a4fec91602d8ea456861cb8e3a05c55.jpg,IMG_5295_JPG.rf.b24afabbd2113ca958cec7beb4af7189.jpg
5295,5296,IMG_5295,train,IMG_5296,train,no,same split,yes,0.36759,0.14314,0.14314,7,no,IMG_5295_JPG.rf.b24afabbd2113ca958cec7beb4af7189.jpg,IMG_5296_JPG.rf.d3da4cb6a2146ec4bdc7af80eace4755.jpg
5296,5297,IMG_5296,train,IMG_5297,train,no,same split,yes,0.39796,0.29326,0.29326,7,no,IMG_5296_JPG.rf.d3da4cb6a2146ec4bdc7af80eace4755.jpg,IMG_5297_JPG.rf.4de2cbe6231702ae164be74307a057e1.jpg
5297,5298,IMG_5297,train,IMG_5298,train,no,same split,yes,0.05542,0.07636,0.05542,7,no,IMG_5297_JPG.rf.4de2cbe6231702ae164be74307a057e1.jpg,IMG_5298_JPG.rf.d653867d49e915b2c75155179df98faf.jpg
5298,5299,IMG_5298,train,IMG_5299,train,no,same split,yes,0.12508,0.09444,0.09444,7,no,IMG_5298_JPG.rf.d653867d49e915b2c75155179df98faf.jpg,IMG_5299_JPG.rf.addf2752e9b1991dd9db99ba8b721bbe.jpg
5299,5300,IMG_5299,train,IMG_5300,train,no,same split,yes,0.59640,0.58764,0.58764,7,no,IMG_5299_JPG.rf.addf2752e9b1991dd9db99ba8b721bbe.jpg,IMG_5300_JPG.rf.ff688a3d043082255a37918c8d192ebe.jpg
5300,5301,IMG_5300,train,IMG_5301,train,no,same split,yes,0.37608,0.27057,0.27057,7,no,IMG_5300_JPG.rf.ff688a3d043082255a37918c8d192ebe.jpg,IMG_5301_JPG.rf.b6eb41ac760377ac498084b604042681.jpg
5301,5302,IMG_5301,train,IMG_5302,train,no,same split,yes,0.23304,0.19096,0.19096,7,no,IMG_5301_JPG.rf.b6eb41ac760377ac498084b604042681.jpg,IMG_5302_JPG.rf.866ab065dc2584215824b5c6877f3d3e.jpg
5302,5303,IMG_5302,train,IMG_5303,train,no,same split,yes,0.48267,0.57935,0.48267,7,no,IMG_5302_JPG.rf.866ab065dc2584215824b5c6877f3d3e.jpg,IMG_5303_JPG.rf.eab3f84cb048026e3fdeec60150443ee.jpg
5303,5304,IMG_5303,train,IMG_5304,train,no,same split,yes,0.34088,0.38153,0.34088,7,no,IMG_5303_JPG.rf.eab3f84cb048026e3fdeec60150443ee.jpg,IMG_5304_JPG.rf.2aac89286d7928ee1653a3cbdfa532d2.jpg
5304,5305,IMG_5304,train,IMG_5305,train,no,same split,yes,0.07738,0.04741,0.04741,7,no,IMG_5304_JPG.rf.2aac89286d7928ee1653a3cbdfa532d2.jpg,IMG_5305_JPG.rf.31ae64f0b66a9a06bb83a7a597ab609a.jpg
5305,5306,IMG_5305,train,IMG_5306,train,no,same split,yes,0.64106,0.63955,0.63955,7,no,IMG_5305_JPG.rf.31ae64f0b66a9a06bb83a7a597ab609a.jpg,IMG_5306_JPG.rf.f7a25e595842cf1b90e0729dd53925bc.jpg
5306,5307,IMG_5306,train,IMG_5307,train,no,same split,yes,0.04977,0.04434,0.04434,7,no,IMG_5306_JPG.rf.f7a25e595842cf1b90e0729dd53925bc.jpg,IMG_5307_JPG.rf.81abac7d721482ee3c5f5edcc65c6ccb.jpg
5307,5308,IMG_5307,train,IMG_5308,train,no,same split,yes,0.10857,0.06033,0.06033,7,no,IMG_5307_JPG.rf.81abac7d721482ee3c5f5edcc65c6ccb.jpg,IMG_5308_JPG.rf.f40f27b2acebd2409c93726a631fd34e.jpg
5308,5309,IMG_5308,train,IMG_5309,train,no,same split,yes,0.28552,0.24740,0.24740,7,no,IMG_5308_JPG.rf.f40f27b2acebd2409c93726a631fd34e.jpg,IMG_5309_JPG.rf.99c5d67212808ef207c7634610438b6c.jpg
5309,5310,IMG_5309,train,IMG_5310,train,no,same split,yes,0.39779,0.35375,0.35375,7,no,IMG_5309_JPG.rf.99c5d67212808ef207c7634610438b6c.jpg,IMG_5310_JPG.rf.e8b033d06b146a4b5f0ba33c980f5713.jpg
5310,5311,IMG_5310,train,IMG_5311,train,no,same split,yes,0.62799,0.55048,0.55048,7,no,IMG_5310_JPG.rf.e8b033d06b146a4b5f0ba33c980f5713.jpg,IMG_5311_JPG.rf.7b412753189cbfb34fe944ccf2ae8092.jpg
5311,5312,IMG_5311,train,IMG_5312,train,no,same split,yes,0.38724,0.20883,0.20883,7,no,IMG_5311_JPG.rf.7b412753189cbfb34fe944ccf2ae8092.jpg,IMG_5312_JPG.rf.8d6d98c8238590db935314a0348b6233.jpg
5312,5313,IMG_5312,train,IMG_5313,train,no,same split,yes,0.42511,0.41676,0.41676,7,no,IMG_5312_JPG.rf.8d6d98c8238590db935314a0348b6233.jpg,IMG_5313_JPG.rf.3ffd817dd26d9011f1b452241dee4e72.jpg
5313,5314,IMG_5313,train,IMG_5314,train,no,same split,yes,0.32438,0.12985,0.12985,7,no,IMG_5313_JPG.rf.3ffd817dd26d9011f1b452241dee4e72.jpg,IMG_5314_JPG.rf.d1973aae96b5169e70239429d33908dc.jpg
5314,5315,IMG_5314,train,IMG_5315,train,no,same split,yes,0.47204,0.09583,0.09583,7,no,IMG_5314_JPG.rf.d1973aae96b5169e70239429d33908dc.jpg,IMG_5315_JPG.rf.65df8688bbc84cd0ee4ae2fd2b6e1335.jpg
5315,5316,IMG_5315,train,IMG_5316,train,no,same split,yes,0.26336,0.06440,0.06440,7,no,IMG_5315_JPG.rf.65df8688bbc84cd0ee4ae2fd2b6e1335.jpg,IMG_5316_JPG.rf.ea9cfe6cf91273921c1c9ea1e814af2a.jpg
5316,5317,IMG_5316,train,IMG_5317,train,no,same split,yes,0.05022,0.04315,0.04315,7,no,IMG_5316_JPG.rf.ea9cfe6cf91273921c1c9ea1e814af2a.jpg,IMG_5317_JPG.rf.ef3fc2fefaeb05406d416d5c131c0d4e.jpg
5317,5318,IMG_5317,train,IMG_5318,train,no,same split,yes,0.22689,0.19826,0.19826,7,no,IMG_5317_JPG.rf.ef3fc2fefaeb05406d416d5c131c0d4e.jpg,IMG_5318_JPG.rf.47f88af8bb6f61793c278098e04295ef.jpg
5318,5319,IMG_5318,train,IMG_5319,train,no,same split,no,,,,7,no,IMG_5318_JPG.rf.47f88af8bb6f61793c278098e04295ef.jpg,IMG_5319_JPG.rf.e497d7f9fbf5fcea9f2e75f491f67756.jpg
5319,5320,IMG_5319,train,IMG_5320,train,no,same split,no,,,,6,no,IMG_5319_JPG.rf.e497d7f9fbf5fcea9f2e75f491f67756.jpg,IMG_5320_JPG.rf.7fdacfd46702a7f1b78aad54126ae1f9.jpg
5320,5321,IMG_5320,train,IMG_5321,train,no,same split,yes,0.03015,0.03115,0.03015,5,no,IMG_5320_JPG.rf.7fdacfd46702a7f1b78aad54126ae1f9.jpg,IMG_5321_JPG.rf.13572a782e62ecdb322c9ccb00c870d7.jpg
5321,5322,IMG_5321,train,IMG_5322,train,no,same split,yes,0.05420,0.03197,0.03197,5,no,IMG_5321_JPG.rf.13572a782e62ecdb322c9ccb00c870d7.jpg,IMG_5322_JPG.rf.8a8ae1d42d8ee1a32efeb9bf1a2d17cc.jpg
5322,5323,IMG_5322,train,IMG_5323,train,no,same split,yes,0.04042,0.01257,0.01257,5,no,IMG_5322_JPG.rf.8a8ae1d42d8ee1a32efeb9bf1a2d17cc.jpg,IMG_5323_JPG.rf.bbc93ce6c4d0e97844e6578a845b897f.jpg
