gap_seconds,device_key,stem_a,split_a,stem_b,split_b
12,FAMILY:ts_compact,IMG20241118161536,test,IMG20241118161548,train
12,FAMILY:ts_underscore,IMG_20240220_132006,valid,IMG_20240220_132018,train
12,FAMILY:ts_underscore,IMG_20240228_124709,train,IMG_20240228_124721,test
12,FAMILY:ts_underscore,IMG_20240228_132304,train,IMG_20240228_132316,valid
12,FAMILY:ts_underscore,IMG_20240228_132424,valid,IMG_20240228_132436,train
12,FAMILY:ts_underscore,IMG_20240228_140654,valid,IMG_20240228_140706,train
12,FAMILY:ts_underscore,IMG_20240303_111048,train,IMG_20240303_111100,test
12,FAMILY:ts_underscore,IMG_20240303_111519,test,IMG_20240303_111531,train
12,FAMILY:ts_underscore,IMG_20240306_143818,train,IMG_20240306_143830,valid
12,FAMILY:ts_underscore,IMG_20240306_144038,train,IMG_20240306_144050,valid
12,FAMILY:ts_underscore,IMG_20240309_114443,valid,IMG_20240309_114455,train
12,FAMILY:ts_underscore,IMG_20240309_115221,valid,IMG_20240309_115233,train
12,FAMILY:ts_underscore,IMG_20240417_115042,test,IMG_20240417_115054,train
12,FAMILY:ts_underscore,IMG_20240417_115542,train,IMG_20240417_115554,valid
13,FAMILY:ts_compact,IMG20240303105921,train,IMG20240303105934,test
13,FAMILY:ts_compact,IMG20240303111139,test,IMG20240303111152,train
13,FAMILY:ts_compact,IMG20240303111312,test,IMG20240303111325,train
13,FAMILY:ts_compact,IMG20240306120846,train,IMG20240306120859,valid
13,FAMILY:ts_compact,IMG20240309114740,test,IMG20240309114753,train
13,FAMILY:ts_compact,IMG20240309115151,train,IMG20240309115204,test
13,FAMILY:ts_underscore,IMG_20240220_121512,valid,IMG_20240220_121525,train
13,FAMILY:ts_underscore,IMG_20240228_132332,valid,IMG_20240228_132345,train
13,FAMILY:ts_underscore,IMG_20240303_110035,valid,IMG_20240303_110048,test
13,FAMILY:ts_underscore,IMG_20240309_113054,test,IMG_20240309_113107,train
13,FAMILY:ts_underscore,IMG_20240309_114937,train,IMG_20240309_114950,valid
13,FAMILY:ts_underscore,IMG_20240309_115208,train,IMG_20240309_115221,valid
13,FAMILY:ts_underscore,IMG_20240417_115336,valid,IMG_20240417_115349,test
14,FAMILY:ts_compact,IMG20240228142259,train,IMG20240228142313,test
14,FAMILY:ts_compact,IMG20240306115402,valid,IMG20240306115416,test
14,FAMILY:ts_compact,IMG20240306121005,valid,IMG20240306121019,train
14,FAMILY:ts_compact,IMG20240306143838,valid,IMG20240306143852,train
14,FAMILY:ts_compact,IMG20240306144311,test,IMG20240306144325,train
14,FAMILY:ts_compact,IMG20241118102139,valid,IMG20241118102153,train
14,FAMILY:ts_compact,IMG20241118161125,test,IMG20241118161139,train
14,FAMILY:ts_underscore,IMG_20240303_111025,train,IMG_20240303_111039,valid
14,FAMILY:ts_underscore,IMG_20240303_111136,test,IMG_20240303_111150,train
14,FAMILY:ts_underscore,IMG_20240303_111225,test,IMG_20240303_111239,valid
14,FAMILY:ts_underscore,IMG_20240306_115158,valid,IMG_20240306_115212,test
14,FAMILY:ts_underscore,IMG_20240306_120843,train,IMG_20240306_120857,valid
14,FAMILY:ts_underscore,IMG_20240306_144000,valid,IMG_20240306_144014,train
14,FAMILY:ts_underscore,IMG_20240309_112607,valid,IMG_20240309_112621,train
14,FAMILY:ts_underscore,IMG_20240309_113458,valid,IMG_20240309_113512,train
14,FAMILY:ts_underscore,IMG_20240309_114042,train,IMG_20240309_114056,valid
14,FAMILY:ts_underscore,IMG_20240309_114840,test,IMG_20240309_114854,train
14,FAMILY:ts_underscore,IMG_20240309_115439,train,IMG_20240309_115453,valid
15,FAMILY:ts_compact,IMG20240220115311,valid,IMG20240220115326,train
15,FAMILY:ts_compact,IMG20240220134424,valid,IMG20240220134439,train
15,FAMILY:ts_compact,IMG20240228123708,valid,IMG20240228123723,train
15,FAMILY:ts_compact,IMG20240228124357,train,IMG20240228124412,valid
15,FAMILY:ts_compact,IMG20240303111228,test,IMG20240303111243,train
15,FAMILY:ts_compact,IMG20240306143957,valid,IMG20240306144012,train
15,FAMILY:ts_compact,IMG20240309113417,test,IMG20240309113432,valid
15,FAMILY:ts_compact,IMG20240309114831,train,IMG20240309114846,test
15,FAMILY:ts_compact,IMG20240309115431,train,IMG20240309115446,valid
15,FAMILY:ts_underscore,IMG_20240220_115909,test,IMG_20240220_115924,train
15,FAMILY:ts_underscore,IMG_20240306_115233,train,IMG_20240306_115248,valid
15,FAMILY:ts_underscore,IMG_20240306_120223,train,IMG_20240306_120238,valid
15,FAMILY:ts_underscore,IMG_20240309_114550,valid,IMG_20240309_114605,train
16,FAMILY:ts_compact,IMG20240220135358,train,IMG20240220135414,test
16,FAMILY:ts_compact,IMG20240228131843,train,IMG20240228131859,valid
16,FAMILY:ts_compact,IMG20240306144250,test,IMG20240306144306,valid
16,FAMILY:ts_underscore,IMG_20240228_123116,test,IMG_20240228_123132,valid
16,FAMILY:ts_underscore,IMG_20240228_140759,valid,IMG_20240228_140815,train
16,FAMILY:ts_underscore,IMG_20240309_113430,train,IMG_20240309_113446,valid
16,FAMILY:ts_underscore,IMG_20240309_114116,train,IMG_20240309_114132,valid
16,FAMILY:ts_underscore,IMG_20240309_115144,test,IMG_20240309_115200,valid
17,FAMILY:ts_compact,IMG20240219114447,valid,IMG20240219114504,train
17,FAMILY:ts_compact,IMG20240228125752,valid,IMG20240228125809,test
17,FAMILY:ts_compact,IMG20240228132302,valid,IMG20240228132319,train
17,FAMILY:ts_compact,IMG20240228132838,valid,IMG20240228132855,train
17,FAMILY:ts_compact,IMG20240303110013,valid,IMG20240303110030,test
17,FAMILY:ts_compact,IMG20240303110112,valid,IMG20240303110129,test
17,FAMILY:ts_underscore,IMG_20240228_133128,valid,IMG_20240228_133145,train
17,FAMILY:ts_underscore,IMG_20240228_141157,train,IMG_20240228_141214,valid
17,FAMILY:ts_underscore,IMG_20240306_120807,test,IMG_20240306_120824,train
17,FAMILY:ts_underscore,IMG_20240309_115453,valid,IMG_20240309_115510,train
17,FAMILY:ts_underscore,IMG_20240309_120229,train,IMG_20240309_120246,valid
18,FAMILY:ts_compact,IMG20240228133137,valid,IMG20240228133155,train
18,FAMILY:ts_compact,IMG20240303110054,test,IMG20240303110112,valid
18,FAMILY:ts_compact,IMG20240303110140,valid,IMG20240303110158,test
18,FAMILY:ts_compact,IMG20240303110620,train,IMG20240303110638,test
18,FAMILY:ts_compact,IMG20240306120752,valid,IMG20240306120810,train
18,FAMILY:ts_compact,IMG20240309113333,valid,IMG20240309113351,train
18,FAMILY:ts_compact,IMG20240309115014,test,IMG20240309115032,train
18,FAMILY:ts_underscore,IMG_20240228_124323,valid,IMG_20240228_124341,train
18,FAMILY:ts_underscore,IMG_20240303_111244,train,IMG_20240303_111302,valid
18,FAMILY:ts_underscore,IMG_20240303_111309,train,IMG_20240303_111327,test
18,FAMILY:ts_underscore,IMG_20240306_143347,train,IMG_20240306_143405,valid
18,FAMILY:ts_underscore,IMG_20240417_115137,valid,IMG_20240417_115155,test
19,FAMILY:ts_compact,IMG20240228131658,train,IMG20240228131717,valid
19,FAMILY:ts_compact,IMG20240303111020,valid,IMG20240303111039,test
19,FAMILY:ts_compact,IMG20240306120910,valid,IMG20240306120929,train
19,FAMILY:ts_compact,IMG20240306143713,test,IMG20240306143732,train
19,FAMILY:ts_compact,IMG20240309113749,train,IMG20240309113808,valid
19,FAMILY:ts_compact,IMG20240309120426,valid,IMG20240309120445,train
19,FAMILY:ts_compact,IMG20240417115347,train,IMG20240417115406,valid
19,FAMILY:ts_underscore,IMG_20240306_115916,valid,IMG_20240306_115935,train
19,FAMILY:ts_underscore,IMG_20240306_143629,train,IMG_20240306_143648,test
20,FAMILY:ts_compact,IMG20240309114544,train,IMG20240309114604,test
20,FAMILY:ts_underscore,IMG_20240306_120005,train,IMG_20240306_120025,test
20,FAMILY:ts_underscore,IMG_20240309_112534,train,IMG_20240309_112554,valid
20,FAMILY:ts_underscore,IMG_20240309_113404,valid,IMG_20240309_113424,train
21,FAMILY:ts_compact,IMG20240306143343,train,IMG20240306143404,valid
21,FAMILY:ts_compact,IMG20240309115928,train,IMG20240309115949,valid
21,FAMILY:ts_underscore,IMG_20240228_123240,valid,IMG_20240228_123301,test
21,FAMILY:ts_underscore,IMG_20240228_125010,train,IMG_20240228_125031,valid
21,FAMILY:ts_underscore,IMG_20240306_115212,test,IMG_20240306_115233,train
21,FAMILY:ts_underscore,IMG_20240309_114617,valid,IMG_20240309_114638,train
22,FAMILY:ts_compact,IMG20240228125809,test,IMG20240228125831,valid
22,FAMILY:ts_compact,IMG20240306120817,train,IMG20240306120839,test
22,FAMILY:ts_compact,IMG20240417115059,train,IMG20240417115121,test
22,FAMILY:ts_compact,IMG20240417120425,valid,IMG20240417120447,train
22,FAMILY:ts_compact,IMG20241118161514,train,IMG20241118161536,test
22,FAMILY:ts_underscore,IMG_20240228_133047,train,IMG_20240228_133109,valid
22,FAMILY:ts_underscore,IMG_20240309_115813,train,IMG_20240309_115835,valid
23,FAMILY:ts_compact,IMG20240309113559,train,IMG20240309113622,test
23,FAMILY:ts_compact,IMG20241118102634,test,IMG20241118102657,train
23,FAMILY:ts_underscore,IMG_20240228_132355,train,IMG_20240228_132418,valid
23,FAMILY:ts_underscore,IMG_20240309_113527,valid,IMG_20240309_113550,test
23,FAMILY:ts_underscore,IMG_20240309_114221,valid,IMG_20240309_114244,train
24,FAMILY:ts_compact,IMG20240228142135,test,IMG20240228142159,train
24,FAMILY:ts_compact,IMG20240303111850,train,IMG20240303111914,valid
24,FAMILY:ts_underscore,IMG_20240303_110205,train,IMG_20240303_110229,valid
25,FAMILY:ts_compact,IMG20240306143620,test,IMG20240306143645,train
25,FAMILY:ts_compact,IMG20240309114949,train,IMG20240309115014,test
25,FAMILY:ts_underscore,IMG_20240303_110259,train,IMG_20240303_110324,test
26,FAMILY:ts_compact,IMG20240228123642,train,IMG20240228123708,valid
26,FAMILY:ts_compact,IMG20240228123750,train,IMG20240228123816,valid
26,FAMILY:ts_compact,IMG20240309120539,valid,IMG20240309120605,train
26,FAMILY:ts_underscore,IMG_20240220_131522,valid,IMG_20240220_131548,train
26,FAMILY:ts_underscore,IMG_20240309_115356,valid,IMG_20240309_115422,train
26,FAMILY:ts_underscore,IMG_20240309_120308,train,IMG_20240309_120334,valid
27,FAMILY:ts_compact,IMG20240228124330,valid,IMG20240228124357,train
27,FAMILY:ts_compact,IMG20240228142313,test,IMG20240228142340,train
27,FAMILY:ts_compact,IMG20240309115812,valid,IMG20240309115839,train
27,FAMILY:ts_underscore,IMG_20240303_110345,valid,IMG_20240303_110412,test
27,FAMILY:ts_underscore,IMG_20240303_111100,test,IMG_20240303_111127,valid
28,FAMILY:ts_compact,IMG20240228123614,valid,IMG20240228123642,train
28,FAMILY:ts_compact,IMG20240228131534,valid,IMG20240228131602,test
28,FAMILY:ts_compact,IMG20241118102222,valid,IMG20241118102250,train
28,FAMILY:ts_underscore,IMG_20240228_123023,test,IMG_20240228_123051,valid
28,FAMILY:ts_underscore,IMG_20240309_114006,test,IMG_20240309_114034,valid
29,FAMILY:ts_compact,IMG20240228130308,valid,IMG20240228130337,test
29,FAMILY:ts_compact,IMG20240228133029,test,IMG20240228133058,train
29,FAMILY:ts_compact,IMG20240303105852,test,IMG20240303105921,train
29,FAMILY:ts_compact,IMG20241118102153,train,IMG20241118102222,valid
29,FAMILY:ts_underscore,IMG_20240220_134155,test,IMG_20240220_134224,train
29,FAMILY:ts_underscore,IMG_20240228_124721,test,IMG_20240228_124750,train
30,FAMILY:ts_compact,IMG20240303110252,test,IMG20240303110322,valid
30,FAMILY:ts_compact,IMG20240303110336,train,IMG20240303110406,test
30,FAMILY:ts_underscore,IMG_20240228_123533,valid,IMG_20240228_123603,train
