stem,csv_DATA_TYPE,actual_split,filename_family,DEVICE_NAME
IMG20240228130041,Train,test,ts_compact,ONEPLUS_NORD
IMG20240228130337,Valid,test,ts_compact,ONEPLUS_NORD
IMG20240228130343,Train,test,ts_compact,ONEPLUS_NORD
IMG20240228130509,Valid,test,ts_compact,ONEPLUS_NORD
IMG20240228131602,Train,test,ts_compact,ONEPLUS_NORD
IMG20240228132732,Train,test,ts_compact,ONEPLUS_NORD
IMG20240228133018,Valid,test,ts_compact,ONEPLUS_NORD
IMG20240228133029,Train,test,ts_compact,ONEPLUS_NORD
IMG20240228142135,Train,test,ts_compact,ONEPLUS_NORD
IMG20240228142313,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303105743,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303105750,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303105800,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303105812,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303105820,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303105838,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303105852,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303105921,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303105934,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303105939,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110007,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110030,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110037,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110054,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110158,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110236,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110252,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110327,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110336,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110517,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110620,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110638,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110723,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110728,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110821,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110835,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303110947,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111006,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111039,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111042,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111124,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111139,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111152,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111159,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111228,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111243,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111248,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111258,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111302,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111325,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111332,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111615,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111645,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111705,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111709,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111716,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111738,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111744,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111804,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111808,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111815,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111821,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111838,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111843,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111847,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111850,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111919,Train,test,ts_compact,ONEPLUS_NORD
IMG20240303111929,Train,test,ts_compact,ONEPLUS_NORD
IMG_20240228_122819,Train,test,ts_underscore,REDMI
IMG_20240228_122853,Train,test,ts_underscore,REDMI
IMG_20240228_122950,Train,test,ts_underscore,REDMI
IMG_20240228_122954,Train,test,ts_underscore,REDMI
IMG_20240228_123007,Train,test,ts_underscore,REDMI
IMG_20240228_123015,Train,test,ts_underscore,REDMI
IMG_20240228_123023,Train,test,ts_underscore,REDMI
IMG_20240228_123219,Train,test,ts_underscore,REDMI
IMG_20240228_123225,Train,test,ts_underscore,REDMI
IMG_20240228_123232,Train,test,ts_underscore,REDMI
IMG_20240228_123301,Train,test,ts_underscore,REDMI
IMG_20240228_123305,Train,test,ts_underscore,REDMI
IMG_20240228_123315,Train,test,ts_underscore,REDMI
IMG_20240228_123320,Train,test,ts_underscore,REDMI
IMG_20240228_123331,Train,test,ts_underscore,REDMI
IMG_20240228_123336,Train,test,ts_underscore,REDMI
IMG_20240228_123348,Train,test,ts_underscore,REDMI
IMG_20240228_123449,Train,test,ts_underscore,REDMI
IMG_20240228_123455,Train,test,ts_underscore,REDMI
IMG_20240228_123505,Train,test,ts_underscore,REDMI
IMG_20240228_123521,Train,test,ts_underscore,REDMI
IMG_20240228_123720,Train,test,ts_underscore,REDMI
IMG_20240228_123733,Train,test,ts_underscore,REDMI
IMG_20240228_123822,Train,test,ts_underscore,REDMI
IMG_20240228_123928,Train,test,ts_underscore,REDMI
IMG_20240228_124721,Train,test,ts_underscore,REDMI
IMG_20240228_124846,Train,test,ts_underscore,REDMI
IMG_20240303_110245,Train,test,ts_underscore,REDMI
IMG_20240303_110327,Train,test,ts_underscore,REDMI
IMG_20240303_110335,Train,test,ts_underscore,REDMI
IMG_20240303_110417,Train,test,ts_underscore,REDMI
IMG_20240303_110630,Train,test,ts_underscore,REDMI
IMG_20240303_111100,Train,test,ts_underscore,REDMI
IMG_20240303_111136,Train,test,ts_underscore,REDMI
IMG_20240303_111154,Train,test,ts_underscore,REDMI
IMG_20240303_111225,Train,test,ts_underscore,REDMI
IMG_20240303_111327,Train,test,ts_underscore,REDMI
IMG_20240303_111418,Train,test,ts_underscore,REDMI
IMG_20240303_111426,Train,test,ts_underscore,REDMI
IMG_20240303_111434,Train,test,ts_underscore,REDMI
IMG_20240303_111439,Train,test,ts_underscore,REDMI
IMG_20240303_111507,Train,test,ts_underscore,REDMI
IMG_20240303_111519,Train,test,ts_underscore,REDMI
IMG_20240303_111535,Train,test,ts_underscore,REDMI
IMG_20240303_111538,Train,test,ts_underscore,REDMI
IMG_20240303_111543,Train,test,ts_underscore,REDMI
